Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,LF20_EVT_5,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,dist_pole,x,y
WY4219910535519960805,,MURPHY RIDGE,Wildfire,"9402",MTBS,Extended,"4041","42.199","-105.355",1996/08/05,"503403119940625","503403119970601","503403119960817","-11","-9999","-970","-150","-9999","186","400",,7283.948778609154942,7126.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.012305981892491,-105.3470706098,42.2016710127
WY4220810543919960805,,BEAR CREEK,Wildfire,"9404",MTBS,Extended,"3367","42.208","-105.439",1996/08/05,"503403119940625","503403119970601","503403119960817","-15","-9999","-970","-150","50","218","425",,7199.390113516367819,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.012678069496735,-105.4307593339,42.2177212427
NM3578610631619970629,,LUMMIS,Wildland Fire Use,"9883",MTBS,Initial,"2137","35.786","-106.316",1997/06/29,"503303519951011","503303519971016",,"22","-9999","-970","-150","5","180","9999",,7098.246515498231929,7080.000000000000000,7059.000000000000000,Southern Rocky Mountain Pinyon-Juniper Woodland,"7059","2059",Tr Southern Rocky Mountain Pinyon-Juniper Woodland,Tree,Conifer,"630",Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"121","255","94","0.474510","1.000000","0.368627",0.007124040119753,-106.3114985846,35.7877568248
NM3657510479119980312,,SCOTT,Wildfire,"10004028",MTBS,Initial,"2644","36.582","-104.803",1998/03/12,"503303519980309","503303519980325",,"37","15","-970","-150","85","300","9999",,7166.716210526315990,7149.000000000000000,7149.000000000000000,Western Great Plains Shortgrass Prairie,"7149","2149",He Western Great Plains Shortgrass Prairie,Herb,Grassland,"648",Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","142","66","1.000000","0.556863","0.258824",0.012651462212723,-104.8011873110,36.5710541268
NM3668210506219980510,,BEARD,Wildfire,"10241",MTBS,Extended,"4553","36.682","-105.062",1998/05/10,"503303519960506","503303519990515","503303519980613","53","-9999","-970","-150","130","181","300",,7094.845980943073300,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016633543662533,-105.0624708540,36.6798639794
NM3581710634319980616,,UNIT 29,Wildfire,"10251",MTBS,Extended,"1207","35.817","-106.343",1998/06/16,"503303519980613","503303519990515","503303519980715","57","-9999","-970","-150","200","277","430",,7099.141072740631898,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007567424484008,-106.3497961248,35.8197611165
NM3602110631719980627,,OSO,Wildfire,"10165",MTBS,Initial,"5297","36.021","-106.317",1998/06/27,"503303519980613","503303519980715",,"-8","-9999","-970","-150","100","245","440",,7218.140243390684191,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.015470985119159,-106.3127998647,36.0174207039
WY4133010738319980909,,SHIPPING,Wildfire,"10004057",MTBS,Extended,"1254","41.345","-107.387",1998/09/09,"503503119980713","503503119990716","503503119981204","-1","42","-970","-150","0","166","355",,7344.271276595744894,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.005413908528335,-107.3834394346,41.3449892574
NM3581110631219990304,,UNIT 38,Prescribed Fire,"10858",MTBS,Initial,"1352","35.811","-106.312",1999/03/04,"503303519980613","503303519990515",,"52","-9999","-970","-150","140","184","300",,7113.880230642504102,7080.000000000000000,7059.000000000000000,Southern Rocky Mountain Pinyon-Juniper Woodland,"7059","2059",Tr Southern Rocky Mountain Pinyon-Juniper Woodland,Tree,Conifer,"630",Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"121","255","94","0.474510","1.000000","0.368627",0.007757901529890,-106.3145858316,35.8110854737
CO3868410855319990418,,DOMINGUEZ,Wildfire,"22008",MTBS,Initial,"1278","38.681","-108.588",1999/04/18,"503503319980627","503503319990630",,"36","-9999","-970","-150","60","295","560",,7190.056203236471447,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.006053390765061,-108.6042157382,38.6857072137
NM3667410710819990920,,DIKE ROCK2,Prescribed Fire,"10373",MTBS,Extended,"1357","36.674","-107.108",1999/09/20,"503403519990607","703403520000414",,"7","-9999","-970","-150","100","148","260",Fire perimeter hard to see.,7064.900016363933901,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009040912818946,-107.1076935532,36.6729458054
NM3675310705019991012,,J5,Prescribed Fire,"10374",MTBS,Initial,"1395","36.753","-107.050",1999/10/12,"503403519990607","703403520000414",,"55","-9999","-970","-150","200","277","430",,7167.128225549538001,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007915223185636,-107.0520795854,36.7541723231
NM3666210705819991012,,UNNAMED,Unknown,"10964",MTBS,Extended,"2852","36.662","-107.058",1999/10/12,"503403519990607","703403520000414",,"-7","-9999","-970","-150","100","148","260",Fire perimeter hard to see.,7065.850667082781001,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009948562325510,-107.0427792445,36.6622121257
NM3583210676519991013,,STABLE,Wildfire,"10671",MTBS,Extended,"1589","35.832","-106.765",1999/10/13,"503403519990607","703403520000414",,"3","-9999","-970","-150","150","247","410",Fire perimeter hard to see.,7085.159192825111859,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008646387124003,-106.7696699478,35.8316927572
WY4102710720619991028,,BATTLE CREEK,Wildfire,"10666",MTBS,Extended,"1423","41.027","-107.206",1999/10/28,"503503219980627","503503220000531","503503219991105","45","-9999","-970","-150","115","256","450",Primarily used perimeter image to define fire boundary,7242.562841530054357,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.006802705516613,-107.2046720768,41.0332159966
CO3819510502420000409,,PSFRXASST1,Prescribed Fire,"11094",MTBS,Extended,"2747","38.195","-105.024",2000/04/09,"503303419960607","703303420000610","703303420000509","-23","-9999","-970","-150","80","254","470",,7096.808756879248904,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.011372205032183,-105.0244339006,38.1977850808
CO3771310553120000418,,SAND,Wildfire,"11093",MTBS,Initial,"1911","37.713","-105.531",2000/04/18,"503303419990616","703303420000610",,"-10","-9999","-970","-150","40","115","240",Fire perimeter surrounded by dry shrub areas which made delineation difficult.,7218.112700628053062,7126.000000000000000,7127.000000000000000,Inter-Mountain Basins Semi-Desert Shrub-Steppe,"7127","2127",Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,Shrubland,"613",Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"130","101","72","0.509804","0.396078","0.282353",0.005508728391252,-105.5155774264,37.7341765633
NM3673910498020000430,,HIGHLAND,Wildfire,"11604",MTBS,Initial,"2458","36.739","-104.980",2000/04/30,"503303519990515","703303520000509",,"-88","-9999","-970","-150","20","167","350",,7117.378246312550800,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007710064057238,-105.0016629671,36.7541219259
NM3590710632420000505,,CERRO GRANDE,Wildfire,"11423",MTBS,Extended,"44279","35.907","-106.324",2000/05/05,"703403520000414","503403520010425",,"58","-9999","-970","-150","150","280","470",,7217.316467775634919,7080.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.036468005972816,-106.3103913349,35.9459791158
CO3855610849120000529,,HALEY,Wildfire,"11402",MTBS,Initial,"1475","38.556","-108.491",2000/05/29,"503503319990630","503503320000616",,"55","-9999","-970","-150","150","404","700",Fire is a bit patchy  perimeter may be a little off,7232.051726738048274,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.008057332887993,-108.4915259648,38.5569298036
NM3570310559420000529,,VIVEASH,Wildfire,"11424",MTBS,Extended,"22470","35.703","-105.594",2000/05/29,"503303519990515","503303520010520",,"-5","-9999","-970","-150","110","324","580",,7165.334276975461762,7107.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.036712899225774,-105.6081519735,35.6891981640
CO3940110536120000612,,HIGH MEADOWS,Wildfire,"11406",MTBS,Extended,"9607","39.401","-105.361",2000/06/12,"703403319990818","703403320010924",,"44","-9999","-970","-150","77","269","500",,7131.533904188845554,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017965737072501,-105.3723534423,39.3858602150
CO4047810529720000612,,BOBCAT,Wildfire,"10007223",MTBS,Extended,"10444","40.473","-105.299",2000/06/12,"503303219990803","503303220010707","503303220000704","29","30","-970","-150","120","298","545",,7340.199829569663052,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016534188293950,-105.3103209439,40.4886975351
WY4271910649220000729,,DEADHORSE,Wildfire,"11262",MTBS,Extended,"6252","42.719","-106.492",2000/07/29,"703503020000726","503503020010806","503503020000819","36","-9999","-970","-150","90","231","420",,7132.908084833819885,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",0.019015223685231,-106.4813467756,42.7183423497
NM3626910661020000805,,PRIETA,Wildfire,"11425",MTBS,Extended,"1364","36.269","-106.610",2000/08/05,"703403520000414","503403520010425",,"71","-9999","-970","-150","170","309","510",,7066.882151589242312,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008095488971826,-106.6064361561,36.2753134607
CO3799110852420000806,,HAMILTON,Wildfire,"11102",MTBS,Extended,"2704","37.991","-108.524",2000/08/06,"703503420000523","703503420010611","703503420000912","27","-9999","-970","-150","95","232","420",,7163.020414910322870,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.008913088686841,-108.5275333341,37.9790386650
WY4251710546720000813,,UGLY,Wildfire,"11266",MTBS,Initial,"1939","42.517","-105.467",2000/08/13,"503403020000812","503403020000929",,"-42","-9999","-970","-150","80","230","425",,7153.023154516276918,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.009596020667076,-105.4716312810,42.5198896397
WY4115110672520000814,,ENCAMPMENT COMPLEX,Wildfire,"11274",MTBS,Extended,"1765","41.151","-106.725",2000/08/14,"503503119990801","503503120010619","503503120000920","93","-9999","-970","-150","180","307","500",,7118.482136093927693,7054.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.011623034476121,-106.7220448310,41.1505143395
CO3994710533820000915,,ELDORADO,Wildfire,"11092",MTBS,Extended,"1001","39.947","-105.338",2000/09/15,"703403219991005","703403220011026",,"-13","-9999","-970","-150","230","326","500",,7374.715620827770181,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.006021010801780,-105.3473251981,39.9512995698
CO3926710806720010417,,BATTLEMENT,Wildfire,"22002",MTBS,Initial,"1401","39.315","-107.89",2001/04/17,"503503320000616","703503320010611",,"43","-9999","-970","-150","50","302","580",,7200.102173568142462,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.005820269518577,-107.8716967350,39.3110849720
CO3955610698620010418,,OLD MAN,Prescribed Fire,"11864",MTBS,Initial,"1169","39.556","-106.986",2001/04/18,"503503320000616","703503320010611",,"-47","-9999","-970","-150","100","277","500",,7093.973414356247304,7054.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.004495362354125,-107.0028547939,39.5575930000
NM3694810496220010429,,YORK,Wildfire,"12173",MTBS,Extended,"3246","36.948","-104.962",2001/04/29,"503303420000618","703303420020531","703303420010528","68","-9999","-970","-150","175","350","525",,7160.259063806455742,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.011904103356249,-104.9666667332,36.9497685012
CO3707910730420010503,,SANDOVAL,Prescribed Fire,"11829",MTBS,Extended,"6773","37.079","-107.304",2001/05/03,"503403419990506","703403420020506","503403420010527","10","-9999","-970","-150","40","195","9999",,7058.984071203362873,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016966838598252,-107.3012591673,37.0849614380
