Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,maj_veg_cl,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,x,y
MT4643811380120000826,,ALDER CREEK,Wildfire,"11395",MTBS,Extended,"5595","46.438","-113.801",2000/08/26,"704102820000805","704102820010808",,"-9","-9999","-970","-150","150","350","600",,7131.554261408808998,7126.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.8097900616,46.4407192903
MT4510310933620000827,,WILLIE,Wildfire,"11371",MTBS,Extended,"1441","45.103","-109.336",2000/08/27,"503802920000707","703802920010702",,"-13","-9999","-970","-150","110","200","350",,7439.461991020281857,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.3433567583,45.0957672293
WY4343911091120010722,,GREEN KNOLL,Wildfire,"12182",MTBS,Extended,"3789","43.439","-110.911",2001/07/22,"703803020010702","703803020020721",,"-44","-9999","-970","-150","50","305","585",,7249.070219767305389,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.9234332110,43.4203145267
WY4446111004720010729,,ARTHUR,Wildfire,"10014199",MTBS,Extended,"2599","44.459","-110.053",2001/07/29,"703802920000731","503802920020814",,"14","45","-970","-150","150","410","710",NPS burn area boundary (NPS WF Feature Server) was used. Fire perimeter was refined based on the visible fire/burn scar in the post fire imagery and dNBR. Fire was initially produced for NPS and later reproduced for MTBS.,7136.532940271725238,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.0168194191,44.4646014760
WY4329210953520010731,,DINWOODY,Wildfire,"12029",MTBS,Initial,"1449","43.292","-109.535",2001/07/31,"503703020001004","503703020010921",,"9","-9999","-970","-150","50","342","655",Fire burned for four months and post fire scenes are not of good quality near ou,7328.053392829666336,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.5406345320,43.2880904288
WY4412511015320010806,,FALCON,Wildfire,"10014200",MTBS,Extended,"4055","44.122","-110.154",2001/08/06,"703802920000731","503802920020814","703802920010920","40","34","-970","-150","125","355","625",NPS burn area boundary (NPS WF Feature Server) was used. Fire perimeter was refined based on the visible fire/burn scar in the post fire imagery and dNBR. Fire was initially produced for NPS and later was re-produced for MTBS.,7387.153858829991805,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.1638036614,44.1262983408
MT4518111016820010811,,MONUMENT,Wildfire,"12012",MTBS,Extended,"2856","45.181","-110.168",2001/08/11,"703802920000731","503802920020729",,"22","-9999","-970","-150","130","289","500",,7231.752900864418734,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.1750380427,45.1713098655
WY4466811038520010815,,SULPHUR,Wildland Fire Use,"10013759",MTBS,Extended,"4107","44.667","-110.384",2001/08/15,"703802920000731","503802920020729",,"13","37","-970","-150","85","361","665","Fire was re-mapped to fulfill the NPS request for Yell Fire Atlas. NPS burn area boundary (NPS WF Feature Server) was used but revised to refine perimeter. It was revised and refined based on the visible fire/burn scar in the post fire imagery and dNBR.",7184.529631231750500,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.3841435215,44.6712642789
MT4547911082720010819,,FRIDLEY,Wildfire,"12013",MTBS,Extended,"27575","45.479","-110.827",2001/08/19,"503802820000707","703802820020705",,"-28","-9999","-970","-150","110","268","475",,7158.451831476716507,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.8403347291,45.4573371385
MT4724611327520010913,,BIRK,Wildfire,"10007793",MTBS,Extended,"8188","47.25","-113.263",2001/09/13,"504002720000721","504002720020711",,"16","29","-970","-150","115","350","750",,7175.682204887064472,7106.000000000000000,7169.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,"7169","2169",Sh Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,"128","97","69","0.501961","0.380392","0.270588",-113.2965365620,47.2625383120
MT4550111118720010926,,PURDY CREEK,Wildfire,"12014",MTBS,Extended,"4868","45.501","-111.187",2001/09/26,"503902820010701","703902820020712",,"-36","-9999","-970","-150","150","256","425",,7148.738834596766537,7139.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-111.1878322819,45.5070660096
MT4723711294120010926,,CABIN CREEK,Wildfire,"12018",MTBS,Extended,"1989","47.237","-112.941",2001/09/26,"704002720000713","504002720020625",,"81","-9999","-970","-150","180","361","600",,7125.526462706565326,7106.000000000000000,7106.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,"7106","2106",Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",-112.9364273784,47.2312658683
ID4302711140620011016,,GRAYS LAKE,Prescribed Fire,"11883",MTBS,Initial,"1015","43.027","-111.406",2001/10/16,"703803020001104","503803020011030",,"56","-9999","-970","-150","120","9999","9999",,9103.565905096660572,9017.000000000000000,9017.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,"9017","2176",He Rocky Mountain Alpine-Montane Wet Meadow,Herb,Riparian,"669",Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"184","96","24","0.721569","0.376471","0.094118",-111.4092405943,43.0264633713
WY4477311032220020627,,BROAD,Wildfire,"10007980",MTBS,Extended,"7922","44.775","-110.312",2002/06/27,"703802920000816","503802920030801",,"22","27","-970","-150","90","315","575",,7159.204546730283255,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.3359805186,44.7705447589
WY4295510907220020630,,SOUTH FORK II,Wildfire,"12395",MTBS,Extended,"13803","42.964","-109.07",2002/06/30,"503603019990723","503603020030702","503603020020901","25","0","-970","-150","90","341","625","dNBR sat to 0 due to unknown location of dNBR offset. Fire perimeter modified with the following 10 images: 703703020020628_REFL.tif, 503703020020706_REFL.TIF, 703603020020707_REFL.tif, 703703020020714_REFL.TIF, 503603020020715_REFL.tif, 703603020020723_",7236.841610803145159,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.1100285285,42.9581680773
WY4294811046520020711,,MULE FIRE,Wildfire,"12607",MTBS,Extended,"2932","42.948","-110.465",2002/07/11,"703803020010702","503803020030801",,"-30","-9999","-970","-150","130","342","600",,7145.185792349726398,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.4812389129,42.9407928449
WY4282310944220020806,,DIVIDE,Wildfire,"12608",MTBS,Extended,"2831","42.823","-109.442",2002/08/06,"503703020010703","503703020030709",,"-21","-9999","-970","-150","95","222","400",,7319.715532835233716,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.4404262568,42.8236183016
WY4420611013720020810,,PHLOX,Wildland Fire Use,"10013809",MTBS,Extended,"3849","44.205","-110.138",2002/08/10,"703802920020806","503802920030801","703802920020923","39","39","-970","-150","135","345","600","NPS burn area boundary (NPS WF Feature Server) was used but revised to refine perimeter. Fire perimeter was revised and refined based on the visible fire/burn scar in the post fire imagery and dNBR.
",7401.309548550975705,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.1371398495,44.2074859355
WY4263710873020020824,,PASS CREEK,Wildfire,"12587",MTBS,Extended,"13724","42.64","-108.732",2002/08/24,"503603019990723","503603020030702","503603020020901","29","0","-970","-150","50","323","620",Modified fire perimeter by comparing perimeter scene and pre image 503603020020731_REFL.tif.,7209.330103380108085,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-108.7338439545,42.6414372133
WY4211511054320020829,,COMMISARY,Wildfire,"12532",MTBS,Extended,"3840","42.115","-110.543",2002/08/29,"503703120020706","503703120030709","703703120020916","-22","-9999","-970","-150","50","385","735",,7186.619113814074808,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.5446330173,42.1011989944
WY4379811050520020924,,WOLFF RDGE,Prescribed Fire,"12764",MTBS,Extended,"1516","43.798","-110.505",2002/09/24,"703803020010702","503803020030801","503803020021017","63","-9999","-970","-150","160","259","425",,7667.125733568074793,7139.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.5039100968,43.7997339090
WY4320011076420030712,,EAST TABLE,Wildfire,"13067",MTBS,Extended,"3044","43.200","-110.764",2003/07/12,"503803020020729","503803020040702",,"-4","-9999","-970","-250","90","308","563",,7232.795119099810108,7145.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-110.7880841933,43.2037833884
ID4477111367220030712,,TOBIAS,Wildfire,"13076",MTBS,Extended,"13356","44.771","-113.672",2003/07/12,"504002920020711","504002920040716","504002920030730","-17","-9999","-970","-150","200","315","500",,7158.111577265008236,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-113.6758647482,44.7767110533
MT4669111171220030713,,JIMTOWN,Wildfire,"13015",MTBS,Extended,"1108","46.691","-111.712",2003/07/13,"703902820020712","503902820040709",,"47","-9999","-970","-150","140","265","450",,7131.407556270096393,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.7311999715,46.7051596486
WY4489910933220030716,,DEEP LAKE,Wildfire,"13042",MTBS,Extended,"5698","44.899","-109.332",2003/07/16,"503702920000817","503702920040812","503702920030927","2","-9999","-970","-150","95","195","350",,7387.311794791707143,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.3166857749,44.8930018869
MT4541411305920030718,,HIDDEN LAKE,Wildfire,"12984",MTBS,Extended,"2619","45.414","-113.059",2003/07/18,"504002820020711","504002820040716",,"-7","-9999","-970","-150","150","269","450",,7139.934251935017528,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-113.0673949466,45.4176786003
WY4445611018120030802,,GRIZZLY,Wildfire,"10014214",MTBS,Extended,"4167","44.458","-110.204",2003/08/02,"503802920030801","703802920040811",,"-3","45","-970","-150","60","263","500","NPS burn area boundary (NPS WF Feature Server) was used and as appropriate fire perimeter was further revised based on the visible fire/burn scar in post fire image, perimeter image and dNBR.",7289.990499573014858,7070.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.1698232520,44.4587214927
ID4432211252120030805,,DEEP,Wildfire,"12908",MTBS,Extended,"38701","44.322","-112.521",2003/08/05,"703902920020525","503902920040623","503902920030824","12","-9999","-970","-150","150","215","350",,7162.164353567918624,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-112.5178483926,44.3066951704
MT4635711387420030808,,GOLD 1,Wildfire,"12988",MTBS,Extended,"7569","46.357","-113.874",2003/08/08,"504102820030721","504102820040808",,"-14","-9999","-970","-150","200","422","700",,7124.794188506287355,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.8730716482,46.3584596460
MT4557411040420030809,,ROUGH DRAW COMPLEX (ROUGH DRAW),Wildfire,"13011",MTBS,Extended,"1341","45.574","-110.404",2003/08/09,"703802820020705","503802820050721",,"35","-9999","-970","-150","125","327","575",,7330.800364781959615,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.4020813316,45.5677495078
MT4709411366620030809,,MINERAL-PRIMM (BOLES MEADOW),Wildfire,"13020",MTBS,Extended,"4291","47.094","-113.666",2003/08/09,"504002720020711","504002720040716",,"15","-9999","-970","-150","100","358","650",,7161.529890599886130,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.6893729375,47.1060662218
MT4702611377720030809,,MINERAL-PRIMM (MINERAL AND PRIMM),Wildfire,"13023",MTBS,Extended,"20888","47.026","-113.777",2003/08/09,"504002720020711","504002720040716",,"10","-9999","-970","-150","120","339","600",,7149.451983476354144,7106.000000000000000,7106.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,"7106","2106",Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",-113.7899721609,47.0315430666
MT4667111382820030809,,COONEY RIDGE,Wildfire,"13180",MTBS,Extended,"25741","46.671","-113.828",2003/08/09,"704102720020710","504102720040723",,"11","-9999","-970","-150","155","419","725",,7113.976778139659473,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.8488620934,46.6613253290
WY4360711070120030810,,BLACKTAIL,Wildfire,"13196",MTBS,Initial,"2642","43.607","-110.701",2003/08/10,"503803020030801","503803020030817",,"-2","-9999","-970","-150","150","325","9999",,7656.419368421052241,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.7050076864,43.6063688071
ID4504011384320030811,,WITHINGTON,Wildfire,"13082",MTBS,Extended,"9305","45.040","-113.843",2003/08/11,"504002920020711","504002920040716","504002920030831","-11","-9999","-970","-150","200","342","550",,7186.263522719124012,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-113.8233057140,45.0317298488
WY4448711023820030811,,EAST,Wildfire,"10014213",MTBS,Extended,"17226","44.52","-110.202",2003/08/11,"503802920030801","703802920040811",,"-8","41","-970","-150","60","263","500","NPS burn area boundary (NPS WF Feature Server) was used. Fire perimeter was revised based on the visible fire/burn scar in post fire image, perimeter image and dNBR. Initially mapped for NPS and later reporduced for MTBS",7339.989516899480805,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.2342182668,44.5028700835
WY4431210986420030812,,NORRIS,Wildfire,"13043",MTBS,Extended,"5284","44.312","-109.864",2003/08/12,"503702920010820","503702920040812","503702920030927","13","-9999","-970","-150","110","241","425",,7215.804235254494415,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.8703323913,44.3048208497
MT4456311191420030812,,WINSLOW,Wildfire,"10007290",MTBS,Extended,"11794","44.564","-111.911",2003/08/12,"503902920020805","503902920040810","503902920030824","18","39","-970","-150","50","283","530",,7155.707443499896726,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-111.9285948737,44.5621710500
MT4709011261820030813,,LINCOLN COMPLEX (SNOWBANK),Wildfire,"13016",MTBS,Extended,"36987","47.090","-112.618",2003/08/13,"504002720020711","504002720040716",,"0","-9999","-970","-150","100","358","650",,7147.712128592303998,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-112.6269118346,47.0786756279
MT4688611286320030813,,LINCOLN COMPLEX (MOOSE WASSON),Wildfire,"13017",MTBS,Extended,"1934","46.886","-112.863",2003/08/13,"504002720020711","504002720040716",,"0","-9999","-970","-150","120","371","660",,7135.500517777010828,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-112.8475500923,46.8905785366
MT4533610994920030814,,CATHEDRAL PEAK COMPLEX  (CATHEDRAL PEAK),Wildfire,"12998",MTBS,Extended,"1822","45.336","-109.949",2003/08/14,"703802820020705","503802820050721",,"39","-9999","-970","-150","110","281","500",Patchy burn intermingled with areas of talus and rock.,7244.114966401954916,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.9465923090,45.3340494740
MT4510811043920030816,,ROUGH DRAW COMPLEX (BRUNDAGE),Wildfire,"13012",MTBS,Extended,"2763","45.108","-110.439",2003/08/16,"503802920030801","703802920040811",,"-35","-9999","-970","-150","90","303","555",,7238.270957361222827,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.4472101627,45.1061437061
